state_name,state_abbrev,county,lat county,long county,FIPS,county_id,lat (pop weighted) county,long (pop weighted) county,lat (pop weighted) state,long (pop weighted) state,County Time Zone Index,County Time Zone Name,iso_price_name,timezone
washington,wa,king,47.490196,-121.970665,53033,17,47.58549118,-122.3135605,47.606209,-122.332071,0,Pacific,California ISO,America/Los_Angeles
washington,wa,kitsap,47.603611,-122.680328,53035,18,47.60534668,-122.6497879,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,kittitas,47.079941,-120.622978,53037,19,47.0214119,-120.5462036,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,klickitat,45.862316,-120.777664,53039,20,45.81443024,-120.816246,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,lewis,46.585785,-122.497475,53041,21,46.73777771,-122.9826813,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,lincoln,47.576973,-118.416229,53043,22,47.63020706,-118.1735687,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,mason,47.311562,-123.145065,53045,23,47.2143898,-123.1003265,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,okanogan,48.499996,-119.580528,53047,24,48.39710617,-119.5479279,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,pacific,46.550808,-123.727409,53049,25,46.67408752,-123.7260361,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,pend_oreille,48.467197,-117.304237,53051,26,48.17297745,-117.0928268,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,pierce,47.062519,-122.302887,53053,27,47.16889191,-122.4697952,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,san_juan,48.575859,-122.963715,53055,28,48.50133514,-123.0284424,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,skagit,48.473461,-121.999359,53057,29,48.43714142,-122.3354111,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,skamania,45.799534,-121.944466,53059,30,45.73679352,-121.541008,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,snohomish,48.035763,-121.884224,53061,31,47.87759018,-122.2280045,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,spokane,47.620346,-117.40387,53063,32,47.68893051,-117.4231262,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,stevens,48.387383,-117.85379,53065,33,48.54267502,-117.911972,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,thurston,46.917976,-122.831848,53067,34,47.01985168,-122.8154221,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,wahkiakum,46.294914,-123.430504,53069,35,46.18325043,-123.3976746,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,walla_walla,46.232788,-118.475136,53071,36,46.04558182,-118.3230057,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,whatcom,48.841393,-122.303398,53073,37,48.71152496,-122.4921417,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,whitman,46.900696,-117.525764,53075,38,46.71352005,-117.189682,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
washington,wa,yakima,46.445114,-120.519287,53077,39,46.60695648,-120.5523682,47.606209,-122.332071,0,Pacific,,America/Los_Angeles
idaho,id,ada,43.450245,-116.24041,16001,40,43.6349678,-116.3396301,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,adams,44.826714,-116.363823,16003,41,44.71410751,-116.4617691,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,bannock,42.685143,-112.229057,16005,42,42.89971542,-112.4696655,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,bear_lake,42.266209,-111.340919,16007,43,42.29494858,-111.3402634,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,benewah,47.218678,-116.655792,16009,44,47.29479218,-116.5715714,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,bingham,43.21529,-112.399574,16011,45,43.18264389,-112.3837738,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,blaine,43.379589,-113.952843,16013,46,43.50850296,-114.3388138,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,boise,43.966484,-115.899818,16015,47,43.87818527,-116.1812363,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,bonner,48.265354,-116.588348,16017,48,48.27108765,-116.5937805,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,bonneville,43.421265,-111.712845,16019,49,43.46871185,-112.0352097,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,boundary,48.737278,-116.317177,16021,50,48.68945694,-116.3162308,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,butte,43.688095,-113.190842,16023,51,43.64135361,-113.3159943,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,camas,43.35635,-114.748688,16025,52,43.35973358,-114.8278656,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,canyon,43.626522,-116.704346,16027,53,43.5438385,-116.5787888,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,caribou,42.78199,-111.661865,16029,54,42.64314651,-111.6341476,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,cassia,42.293354,-113.558929,16031,55,42.51454544,-113.7922363,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,clark,44.250267,-112.321327,16033,56,44.18092728,-112.2312241,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,clearwater,46.512829,-116.003799,16035,57,46.46403122,-116.2781906,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,custer,44.219936,-114.029846,16037,58,44.50351334,-114.252243,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,elmore,43.20142,-115.522011,16039,59,43.15149689,-115.7128143,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,franklin,42.191765,-111.832291,16041,60,42.0960083,-111.8874207,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,fremont,44.194115,-111.55336,16043,61,43.97024918,-111.6926041,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,gem,44.006401,-116.424599,16045,62,43.83451462,-116.4731674,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,gooding,42.97224,-114.811234,16047,63,42.93181992,-114.7539063,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,idaho,45.858192,-116.076149,16049,64,45.94020462,-116.122261,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,jefferson,43.824112,-112.29174,16051,65,43.66724396,-111.9660187,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,jerome,42.691013,-114.265343,16053,66,42.7137146,-114.5484695,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,kootenai,47.663975,-116.72496,16055,67,47.67485428,-116.7710495,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,latah,46.807072,-116.733589,16057,68,46.71562576,-116.9910965,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,lemhi,44.906605,-113.64463,16059,69,45.17298508,-113.9243927,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,lewis,46.256329,-116.408157,16061,70,46.22372437,-116.0484848,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,lincoln,43.019642,-114.142479,16063,71,42.92362213,-114.4152298,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,madison,43.794449,-111.714104,16065,72,43.79852676,-111.7686691,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,minidoka,42.851742,-113.637642,16067,73,42.53630447,-113.8346405,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,nez_perce,46.388973,-116.736694,16069,74,46.37969971,-117.0448837,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,oneida,42.189877,-112.550766,16071,75,42.19081879,-112.2389526,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,owyhee,42.57983,-116.163475,16073,76,43.59877777,-116.9363174,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,payette,43.999447,-116.782593,16075,77,44.062397,-116.9598694,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,power,42.692657,-112.84108,16077,78,42.76704407,-112.886055,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,shoshone,47.45031,-116.092278,16079,79,47.50571823,-116.2342453,43.540717,-116.563462,0,Pacific,,America/Los_Angeles
idaho,id,teton,43.763031,-111.200294,16081,80,43.73462296,-111.1151199,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,twin_falls,42.367496,-114.688187,16083,81,42.55493546,-114.5080719,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,valley,44.625854,-115.996689,16085,82,44.89985275,-116.1298599,43.540717,-116.563462,1,Mountain,,America/Denver
idaho,id,washington,44.406513,-116.766647,16087,83,44.25186157,-116.9782867,43.540717,-116.563462,1,Mountain,,America/Denver
montana,mt,beaverhead,45.085857,-112.853661,30001,84,45.21837997,-112.6616135,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,big_horn,45.428066,-107.473656,30003,85,45.73313904,-107.6332169,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,blaine,48.431423,-108.962372,30005,86,48.58422089,-109.2401047,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,broadwater,46.313862,-111.518471,30007,87,46.31805801,-111.5536652,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,carbon,45.260696,-108.963509,30009,88,45.16784668,-109.229248,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,carter,45.516953,-104.537178,30011,89,45.87966156,-104.5673904,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,cascade,47.336441,-111.366035,30013,90,47.50098801,-111.3438187,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,chouteau,47.881107,-110.435631,30015,91,47.80828094,-110.6918259,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,custer,46.249863,-105.574417,30017,92,46.39432526,-105.8693237,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,daniels,48.78405,-105.550507,30019,93,48.7717514,-105.4692764,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,dawson,47.26461,-104.895248,30021,94,47.10305023,-104.7447662,45.783286,-108.50069,1,Mountain,Midcontinent ISO,America/Denver
montana,mt,deer_lodge,46.10994,-113.000549,30023,95,46.13370895,-112.9592819,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,fallon,46.33316,-104.42131,30025,96,46.35116196,-104.2703705,45.783286,-108.50069,1,Mountain,Midcontinent ISO,America/Denver
montana,mt,fergus,47.275043,-109.221954,30027,97,47.06140137,-109.4661179,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,flathead,48.292137,-114.335014,30029,98,48.18950653,-114.3318939,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,gallatin,45.609989,-111.175949,30031,99,45.69270706,-111.0669403,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,garfield,47.268551,-106.998688,30033,100,47.31829071,-106.9022751,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,glacier,48.691746,-112.848038,30035,101,48.5569458,-113.0487137,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,golden_valley,46.3694,-109.172691,30037,102,46.29673004,-109.2822723,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,granite,46.506836,-113.337875,30039,103,46.33472061,-113.3229218,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,hill,48.627205,-110.113472,30041,104,48.54285812,-109.7175903,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,jefferson,46.130322,-112.039909,30043,105,46.56721497,-112.0027618,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,judith_basin,47.092567,-110.219215,30045,106,47.12579346,-110.2301788,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,lake,47.63446,-114.096703,30047,107,47.67086029,-114.149147,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,lewis_and_clark,47.015274,-112.215263,30049,108,46.58939743,-112.0472565,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,liberty,48.560543,-111.021133,30051,109,48.50337982,-111.0051575,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,lincoln,48.559147,-115.452019,30053,110,48.38360977,-115.5675201,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,madison,45.398163,-111.991707,30057,111,45.35135269,-111.7275391,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,mccone,47.646507,-105.797958,30055,112,47.42840576,-105.6129227,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,meagher,46.550663,-110.893417,30059,113,46.54811096,-110.8979721,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,mineral,47.216518,-115.009148,30061,114,47.1700592,-114.8923492,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,missoula,47.009136,-113.934708,30063,115,46.84328461,-114.0466537,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,musselshell,46.495998,-108.398979,30065,116,46.43918228,-108.5662918,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,park,45.599224,-110.59005,30067,117,45.63309097,-110.5898743,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,petroleum,47.116306,-108.249962,30069,118,47.02139282,-108.3540115,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,phillips,48.25568,-107.912529,30071,119,48.34636307,-107.8650589,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,pondera,48.228649,-112.128899,30073,120,48.19271469,-111.9449844,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,powder_river,45.39098,-105.602203,30075,121,45.42931366,-105.3989029,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,powell,46.688808,-112.835571,30077,122,46.37572098,-112.7437134,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,prairie,46.860794,-105.380074,30079,123,46.77550888,-105.3329315,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,ravalli,46.203388,-114.131348,30081,124,46.23146057,-114.1608124,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,richland,47.78688,-104.562027,30083,125,48.09473419,-105.181366,45.783286,-108.50069,1,Mountain,Midcontinent ISO,America/Denver
montana,mt,roosevelt,48.294064,-105.015144,30085,126,48.09379959,-105.6608963,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,rosebud,46.235504,-106.732819,30087,127,46.25842285,-106.7060623,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,sanders,47.673035,-115.172882,30089,128,47.59540939,-115.3751221,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,sheridan,48.705891,-104.515343,30091,129,48.76652908,-104.5798035,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,silver_bow,45.924286,-112.655991,30093,130,45.96672821,-112.5282593,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,stillwater,45.735416,-109.316879,30095,131,45.64958191,-109.2788773,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,sweet_grass,45.882076,-109.895927,30097,132,45.85878754,-109.9377899,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,teton,47.828331,-112.145775,30099,133,47.81339264,-112.216835,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,toole,48.648628,-111.698517,30101,134,48.52429199,-111.861763,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,treasure,46.211918,-107.269539,30103,135,46.27312851,-107.2526093,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,valley,48.372154,-106.668991,30105,136,48.19013596,-106.6753311,45.783286,-108.50069,1,Mountain,SPP,America/Denver
montana,mt,wheatland,46.45694,-109.829964,30107,137,46.4368782,-109.8169479,45.783286,-108.50069,1,Mountain,,America/Denver
montana,mt,wibaux,46.963612,-104.250328,30109,138,46.96970367,-104.2194672,45.783286,-108.50069,1,Mountain,Midcontinent ISO,America/Denver
montana,mt,yellowstone,45.934128,-108.275406,30111,139,45.76889038,-108.5274124,45.783286,-108.50069,1,Mountain,SPP,America/Denver
north_dakota,nd,adams,46.098167,-102.522713,38001,140,46.02181625,-102.65242,46.877186,-96.789803,1,Mountain,Midcontinent ISO,America/Denver
north_dakota,nd,barnes,46.937675,-98.079559,38003,141,46.9224472,-98.03385162,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,benson,48.067677,-99.356964,38005,142,47.98091125,-99.03683472,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,billings,47.001572,-103.277908,38007,143,46.89463806,-103.5457687,46.877186,-96.789803,1,Mountain,SPP,America/Denver
north_dakota,nd,bottineau,48.784023,-100.831467,38009,144,48.80823135,-100.4684372,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,bowman,46.111507,-103.513947,38011,145,46.17822266,-103.400238,46.877186,-96.789803,1,Mountain,Midcontinent ISO,America/Denver
north_dakota,nd,burke,48.790657,-102.525002,38013,146,48.55807114,-102.66539,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,burleigh,46.984558,-100.470436,38015,147,46.80286026,-100.8029404,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,cass,46.925789,-97.259338,38017,148,46.84172058,-96.82324219,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,cavalier,48.775139,-98.461754,38019,149,48.75741959,-98.37202454,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,dickey,46.116787,-98.512192,38021,150,46.14729309,-98.10456848,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,divide,48.81031,-103.481339,38023,151,48.87715149,-103.3391953,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,dunn,47.350323,-102.624741,38025,152,47.35351563,-102.8017883,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,eddy,47.718941,-98.913551,38027,153,47.68675232,-99.14823151,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,emmons,46.289165,-100.238449,38029,154,46.25432205,-100.2327805,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,foster,47.462997,-98.886024,38031,155,47.4208374,-99.10179138,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,golden_valley,46.938702,-103.848183,38033,156,46.89942932,-104.0161133,46.877186,-96.789803,1,Mountain,SPP,America/Denver
north_dakota,nd,grand_forks,47.923908,-97.458466,38035,157,47.88243866,-97.08966064,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,grant,46.358727,-101.638252,38037,158,46.3980217,-101.8679886,46.877186,-96.789803,1,Mountain,SPP,America/Denver
north_dakota,nd,griggs,47.458054,-98.231178,38039,159,47.42887115,-98.11698914,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,hettinger,46.432156,-102.463333,38041,160,46.522892,-102.848793,46.877186,-96.789803,1,Mountain,Midcontinent ISO,America/Denver
north_dakota,nd,kidder,46.9729,-99.780869,38043,161,46.84788895,-99.9461441,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,lamoure,46.46283,-98.543541,38045,162,46.35993195,-98.33899689,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,logan,46.456547,-99.475609,38047,163,46.50352859,-99.77750397,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,mchenry,48.23399,-100.633842,38049,164,48.05270767,-100.9495926,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,mcintosh,46.10778,-99.440742,38051,165,46.26619339,-99.57556915,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,mckenzie,47.786785,-103.34491,38053,166,47.81454086,-103.2782211,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,mclean,47.60511,-101.287918,38055,167,47.6409874,-101.4014282,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,mercer,47.307919,-101.825165,38057,168,47.25641251,-101.7706528,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,morton,46.716671,-101.276917,38059,169,46.80189896,-100.8419189,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,mountrail,48.210033,-102.351334,38061,170,47.97853088,-102.4972763,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,nelson,47.923084,-98.19725,38063,171,48.06661224,-98.36222076,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,oliver,47.11729,-101.343445,38065,172,47.25121689,-101.023201,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,pembina,48.767834,-97.556885,38067,173,48.54743576,-97.20554352,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,pierce,48.241131,-99.973999,38069,174,48.33910751,-100.0056458,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,ramsey,48.274445,-98.724037,38071,175,48.08899689,-98.88023376,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,ransom,46.45512,-97.665283,38073,176,46.44257736,-97.71953583,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,renville,48.7206,-101.661636,38075,177,48.75554657,-101.513298,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,richland,46.274307,-96.968399,38077,178,46.25283051,-96.6361618,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,rolette,48.764942,-99.837593,38079,179,48.84827805,-99.74437714,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,sargent,46.115116,-97.642555,38081,180,46.2288208,-97.64149475,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,sheridan,47.576092,-100.344749,38083,181,47.47839355,-100.4442749,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,sioux,46.111931,-101.037056,38085,182,46.08454132,-100.6499557,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,slope,46.429359,-103.367485,38087,183,46.31318665,-103.9558792,46.877186,-96.789803,1,Mountain,SPP,America/Denver
north_dakota,nd,stark,46.812023,-102.656677,38089,184,46.8992424,-102.8025589,46.877186,-96.789803,1,Mountain,SPP,America/Denver
north_dakota,nd,steele,47.456638,-97.723106,38091,185,47.64342117,-97.4865799,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,stutsman,46.980705,-98.960228,38093,186,46.89148712,-98.69765472,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,towner,48.682457,-99.249733,38095,187,48.48410034,-99.20983124,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,traill,47.453548,-97.160591,38097,188,47.3763504,-97.09299469,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,walsh,48.360825,-97.723297,38099,189,48.38832092,-97.40638733,46.877186,-96.789803,3,Central,Midcontinent ISO,America/Chicago
north_dakota,nd,ward,48.220249,-101.546478,38101,190,48.22927475,-101.3190079,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,wells,47.588963,-99.665398,38103,191,47.75478745,-99.94233704,46.877186,-96.789803,3,Central,SPP,America/Chicago
north_dakota,nd,williams,48.343533,-103.479034,38105,192,48.14418793,-103.6687241,46.877186,-96.789803,3,Central,SPP,America/Chicago
minnesota,mn,aitkin,46.600071,-93.423447,27001,193,46.52293015,-93.71894836,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,anoka,45.275692,-93.239311,27003,194,45.06132126,-93.23423004,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,becker,46.934296,-95.671768,27005,195,46.8065834,-95.8483429,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,beltrami,47.890179,-94.903107,27007,196,47.45920181,-94.92420959,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,benton,45.694828,-94.001595,27009,197,45.57094574,-94.15777588,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,big_stone,45.431946,-96.420441,27011,198,45.31459808,-96.45815277,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,blue_earth,44.034729,-94.068253,27013,199,44.14435196,-94.00536346,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,brown,44.243896,-94.733421,27015,200,44.31773376,-94.48435211,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,carlton,46.595314,-92.675583,27017,201,46.72212219,-92.45898438,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
minnesota,mn,carver,44.824917,-93.806488,27019,202,44.80524063,-93.62944031,44.983333,-93.266667,3,Central,Midcontinent ISO,America/Chicago
